pathway	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
1CMET2-PWY	7193.1671	7403.7926	6859.233	7181.8374	6785.8327	7187.1041	7410.081	6701.1874	7590.6389	6922.9234	6409.263	7717.5077	7127.784	6481.8534	6917.4672	6450.7664	6416.9012	7274.4892	6402.6668	6939.645	7436.8377	7864.1545	7307.1861	6676.0625	4460.8092	4180.9	6550.9483	4874.8442	5871.4371	4664.1829	7900.1761	3731.4779	8318.5932	4381.8842	1669.7056	5713.5539	1035.5192	1631.7023	131.529	3438.5098	4972.0359	5731.5911	9502.4847	4880.2775	6446.8623	7830.5767	8077.3559	5767.4625
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	0.3499	0.0	1.2968	0.0	2.4046	0.2296	0.6994	0.0	1.5719	0.3498	0.3499	0.699	0.0	1.2164	0.0	0.0	4.5067	0.0	0.3499	2.6359	0.0	0.0	0.0	0.0	47.5368	0.1167	20.2296	0.0	3.3245	0.0	2.4744	0.4667	0.0	4.4217	3.6359	3.2048	26.4348	2.0998	249.967	0.0	2.9064	1.2155	13.2151	0.0	68.1398	0.175	34.6359
AEROBACTINSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	2.67	0.0	2.67	0.0	1.3249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	29.696	106.0896	1.33	14.03	0.0	0.0	0.0	0.0	0.0	169.7806	0.0	30.0344
ALL-CHORISMATE-PWY	528.4497	10.0984	204.3837	29.3532	31.5732	49.4181	392.6569	19.0982	460.9913	72.1296	111.2876	9.8057	55.9212	134.5327	31.5173	0.0	0.0	98.3551	145.524	31.536	355.3443	95.0302	206.372	93.0638	159.9071	395.1427	1.2542	407.1901	0.0	44.8817	0.0	13.7617	20.6498	37.2747	184.0682	44.0957	159.4268	396.5838	19.6076	815.2379	0.0	19.2976	8.0401	165.4583	0.0	1477.4019	130.864	611.4439
ANAEROFRUCAT-PWY	6534.9541	8311.6493	9070.0435	8394.4049	11215.0329	8327.5242	10946.1573	7570.4637	11345.5	7521.1902	8042.8907	8912.8084	8093.1141	7087.4124	8114.6316	7407.3289	7714.8604	8456.8554	10029.5581	7562.5499	9945.1625	7192.4532	9070.0689	5950.5654	6863.6351	5659.4096	9280.5871	5907.8798	9947.505	4794.3623	13070.7727	4918.6704	14272.4451	5047.024	4338.673	3915.5067	4634.5336	4952.644	5342.6323	8293.3112	5757.6168	5036.05	15567.9092	3675.1747	8885.3003	7228.9952	12856.6013	7108.2814
ANAGLYCOLYSIS-PWY	9470.2604	9658.85	10712.3039	9588.7891	11504.3241	9373.6014	10965.9275	8812.5591	11407.0204	9287.1057	9324.9103	10018.0275	9295.4877	8511.9945	9867.1342	8828.8282	9925.6838	9634.5856	10861.8317	9012.7089	11058.5663	10081.4354	10332.8612	8575.6253	6732.1459	7894.6601	10855.9967	8913.4986	11325.2589	7140.2238	12399.443	7109.5848	13587.4527	9871.3268	8672.0352	7322.5386	8091.8925	9684.2633	7288.1096	9020.9929	9225.3682	8549.7109	14881.7585	6904.1358	11796.0518	7722.0915	12573.8967	9391.8887
ARG+POLYAMINE-SYN	1257.3111	1626.9398	2803.2478	2032.7737	4816.7223	1144.488	4030.9899	1425.2963	4104.7889	1196.4261	1056.4145	988.895	1535.5978	1165.459	1906.3332	1280.57	451.4067	1410.9365	3846.1603	1477.4615	3601.691	1413.4895	2602.2027	906.0526	3200.0241	590.6493	4209.9845	440.8599	4404.0297	151.2767	6761.3831	192.7892	7410.0125	775.9013	455.1311	153.2754	386.6415	560.3952	61.208	1010.1951	154.5246	211.8588	7230.1027	353.3042	1195.961	1430.8764	4931.6949	1550.351
ARGDEG-PWY	0.0	0.4665	0.0	1.8804	0.0	2.5606	0.2333	0.9326	0.0	2.0947	2.7959	0.4665	3.2581	0.0	1.6321	0.0	0.0	6.0444	0.0	2.0225	3.0314	6.0161	0.0	5.8887	0.0	85.5577	0.2332	48.4401	0.0	6.1789	0.0	1.3399	1.2944	0.0	75.0825	6.6697	55.4952	227.2877	6.482	458.8322	0.0	4.8537	1.6264	30.0146	0.0	1143.8235	0.2333	103.0398
ARGORNPROST-PWY	1719.8252	1185.9055	983.8262	971.2936	1400.7183	723.9348	1673.3999	455.4738	1600.0904	851.0223	868.7021	590.467	505.7187	554.1316	1317.5937	715.3327	581.446	938.4127	1052.3452	562.8274	1548.3448	899.0609	2239.5049	907.0039	1780.1752	582.2123	653.3746	375.479	1221.4066	116.7107	1071.7285	232.2828	869.1429	863.7247	490.2731	274.0815	499.0245	256.607	95.8752	218.0442	251.0889	863.0767	541.1226	398.2837	3640.5555	2874.0133	2006.1525	2038.8626
ARGSYN-PWY	7440.6927	6684.3383	6889.3576	6316.9407	8278.739	5643.42	6798.3605	5628.239	7019.4623	6628.4817	5712.1311	7112.9101	6908.877	5432.3788	6262.4503	5686.343	5231.55	6230.8732	6968.0499	6903.3667	6604.5536	6490.3746	6148.9218	6089.558	4296.9035	2774.4303	7429.4214	2892.5561	6786.438	3201.6395	7975.8138	2031.6309	8215.7267	3154.0993	1538.6938	4990.0417	1081.3978	1042.8903	137.3911	2157.9448	3925.2764	5081.0283	11304.8271	7784.047	5037.6813	6727.5474	8683.6272	5367.4585
ARGSYNBSUB-PWY	7477.9694	6290.7136	7253.383	6027.1296	8841.3231	5290.8252	7186.0012	5165.8211	7413.4572	6506.8874	5437.8919	6996.7635	6736.4585	5161.0525	6144.1791	5458.5384	5015.4335	6088.1911	7345.1855	6864.497	6570.9012	5924.4536	5564.2862	5992.8516	4517.7046	2454.5529	7998.0447	2895.3912	7352.6276	3302.7145	8662.8509	1511.8695	8961.4691	3202.0472	1374.1268	5087.235	1041.3554	1040.5943	107.3405	2166.4805	3808.2011	4993.3696	12172.0581	8034.2314	4570.8709	7953.4005	9369.3633	5326.4821
ARO-PWY	8677.0755	7166.5564	7628.7566	7274.2429	8681.6361	6752.8993	7299.5543	6303.7261	7708.4551	7490.9228	5439.8321	8011.0121	7661.5558	6483.6189	7182.9862	6451.7988	5155.965	7076.2062	7478.4443	7730.0436	6827.8366	7931.1523	7461.7601	6912.6432	4518.7455	2334.6801	7704.6791	2883.6172	6965.8827	3964.4184	7354.2017	1741.2227	7497.2397	3006.1433	1559.1217	5368.7973	1314.4531	1219.027	1106.0763	1974.3529	3257.5125	4571.0684	10843.3612	8298.1888	9495.1884	8705.4054	8974.3925	4441.9159
ASPASN-PWY	7211.5972	7208.8615	6456.2866	7524.8604	7461.8094	7691.0855	7689.9038	7176.0495	8159.7969	7138.6095	6533.5481	7271.3318	6509.109	7266.3298	6663.3724	6077.4894	6366.5268	7278.0907	7234.9676	6080.4296	7711.6336	9545.3898	8603.2032	6796.2881	4189.9096	3543.5721	6507.4642	4084.3904	6693.6812	3773.2285	9362.4912	3646.9477	10220.3432	3881.2592	1869.4959	4136.3537	1271.6494	1455.5603	1517.8466	2485.3696	3987.9038	4834.7153	10757.6299	3924.9974	5471.4545	6176.6316	7872.5234	4124.7094
AST-PWY	0.0	0.2	0.0	0.6	0.0	1.1	0.1	0.4	0.0	0.9	1.2	0.2	1.4	0.0	0.7	0.0	0.0	2.6	0.0	0.87	1.3	2.67	0.0	2.67	0.0	30.7679	0.1	20.5071	0.0	2.5	0.0	0.5	0.4	0.0	40.6961	2.7	31.0	140.9958	3.13	227.8685	0.0	2.1	0.7	12.6716	0.0	492.6607	0.1	655.5494
BIOTIN-BIOSYNTHESIS-PWY	459.9483	1234.1028	285.0241	1164.318	136.1232	1718.2459	522.5055	1117.4265	681.3733	549.1696	825.4773	876.0437	901.509	1406.8885	911.1637	1005.0466	82.3507	716.057	445.6911	1102.6955	1213.2943	1270.4394	914.0554	1764.6986	135.8186	629.0284	0.6999	1182.8388	0.0	59.2814	0.0	44.6636	44.5879	53.4796	136.0875	70.7128	96.334	441.0801	9.8303	623.5613	0.0	14.532	4.8981	316.5385	0.0	6177.3393	8.6694	2413.821
BRANCHED-CHAIN-AA-SYN-PWY	9119.1521	8472.776	7496.0858	8277.9784	8515.2635	7779.3936	7413.5023	7589.7196	7734.2466	8183.4975	6760.1592	8795.4626	8575.9307	7650.9537	7736.9391	7096.8728	6146.6274	7776.2622	7569.3566	8627.2299	7703.6542	9431.1251	8251.3128	8364.1595	4342.2315	3005.1512	7403.9776	3486.9354	6668.2328	4022.7851	7128.1394	2580.4127	7160.6942	3364.4197	1232.145	5648.7106	908.094	1121.678	102.6906	2436.8644	3840.7239	5524.7689	10538.3107	8600.0855	9436.9064	8929.7686	8653.8849	6138.7178
CALVIN-PWY	9606.7701	9214.3794	8337.6802	8852.7538	9755.9864	8589.6816	9871.496	7970.8156	10268.0853	9347.7343	8021.6373	9930.8108	8387.2424	7806.4718	7990.9063	7331.3991	7316.2215	9247.1509	8692.5125	8914.1687	9194.8452	9620.604	8939.7835	8016.4356	5670.9736	5012.1158	8390.1336	4710.9623	8719.5316	2201.5239	10201.8991	4260.3492	11064.3141	4468.8822	2816.4254	3723.8589	1708.1186	3133.5021	331.2682	6085.7354	2994.6947	4647.0439	12149.2712	3814.6274	10512.7545	9506.6092	11830.8788	6429.8912
CATECHOL-ORTHO-CLEAVAGE-PWY	0.0	0.0	1.34	2.8235	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	3.34	5.34	0.0	4.0	0.0	64.4277	0.0	312.4672	0.0	1.25	0.0	0.8462	0.0	0.0	1.2	0.0	0.0	48.3169	0.0	48.2319	0.0	0.0	0.0	39.0636	0.0	4856.3627	0.0	877.3798
CENTFERM-PWY	463.64	189.7811	1324.8792	230.5732	1583.0256	155.5357	2250.6038	83.0529	2527.2169	173.4363	156.7428	177.8701	137.1055	106.9724	325.46	69.7184	37.9232	240.0166	1629.4926	504.0106	2030.0773	441.2097	1546.4935	400.773	339.1005	180.9466	46.7073	160.5284	187.4437	31.666	46.1522	14.1294	27.5059	260.1821	232.4336	37.1892	11.223	213.876	0.2395	49.3174	6.7212	28.8101	2403.109	148.8296	4617.1053	714.44	2676.7712	968.7106
CHLOROPHYLL-SYN	0.0	0.0	0.0	4.0858	0.0	2.1461	0.0	0.0	0.0	0.0	0.0	0.0	2.0669	0.0	2.0345	0.0	0.0	6.1196	0.0	0.0	0.0	0.0	0.0	0.0	7.5912	47.7707	0.0	16.7436	0.0	5.4202	0.0	0.0	3.6408	0.0	19.3628	6.2817	38.3849	51.2116	16.8704	245.4132	0.0	0.0	0.0	23.922	0.0	0.0	0.0	0.0
COA-PWY	7401.3642	7695.2473	7179.6101	7628.8438	7487.9984	7508.5752	7870.6279	6866.2813	8065.5702	6930.0034	7591.9618	7857.4327	7108.3346	6639.6217	7010.8632	6853.4343	7570.5375	7524.4137	7265.6815	7006.5603	8191.6999	8262.5171	7948.4391	7196.6884	4724.5664	6889.9557	7110.3473	7672.1631	7735.4749	5057.5581	8911.651	6274.3352	9749.1324	8161.0638	6983.0841	5343.0525	7043.0611	8080.784	6052.7862	7665.8149	7598.3469	6579.9323	9715.4544	3732.413	9262.218	7776.3551	8384.5509	8020.8607
COBALSYN-PWY	5157.1769	3565.5782	1334.8679	3496.6444	1067.9278	2863.9708	2363.2545	2109.2531	2400.0287	4262.6443	2707.6172	4231.092	3103.236	2726.7823	2713.5226	2434.8861	1828.2453	2840.4581	1174.2341	3836.9961	2763.6868	3837.7579	3749.0712	3725.3016	278.3773	674.2955	27.8401	577.5834	120.002	179.767	30.348	157.559	14.1931	229.4542	365.7428	141.3021	73.369	440.9556	5.4629	503.9088	286.5378	621.9281	1057.8973	451.544	2776.3741	4363.9753	2775.1673	2254.1678
CODH-PWY	200.193	82.4595	134.1712	158.0666	62.577	115.1792	152.6504	216.0875	155.8417	103.9588	92.8111	77.1657	99.085	448.7376	80.7597	130.4135	52.8218	79.1363	103.3425	189.1572	50.0262	456.4946	151.2353	667.624	0.0	13.9853	73.7177	1.9997	0.0	7.995	7.9964	33.9076	0.0	41.9002	0.4	3.999	0.0	120.0668	0.0	0.0	9.9942	15.984	3.1995	89.5421	0.0	0.0	13.9883	129.7242
COLANSYN-PWY	2640.8401	3439.1984	2383.9964	3682.1822	1853.2448	4054.1773	3830.7353	3922.3125	3839.2143	2935.1231	2898.5829	3537.0651	3873.1839	3627.0274	3428.6575	3350.8227	2950.317	3859.9752	2743.5873	3375.6357	3813.9885	3354.3713	4164.1989	3994.9228	1090.908	1582.5433	330.4475	1198.3889	300.8157	565.7003	997.2425	1791.971	17.0602	735.2404	313.3352	1323.9848	246.3934	719.282	39.8968	2292.7474	505.8116	1118.3206	498.8344	1043.9527	167.9339	2388.4692	3458.1131	2210.8839
COMPLETE-ARO-PWY	9012.7661	7433.8468	7924.5599	7574.9526	8940.2739	7079.1319	7624.3343	6633.9608	8045.3379	7804.3448	5643.8914	8345.8259	7983.1543	6839.9486	7481.9513	6701.8065	5352.4033	7349.9645	7713.2728	8056.9673	7113.6546	8364.9722	7815.4084	7297.1669	4590.9394	2470.4994	7963.094	2912.7849	7141.7209	4094.3491	7728.7596	1806.8235	7872.4297	3064.9174	1578.2328	5608.3054	1436.4127	1197.8816	1164.2469	2049.2356	3368.5479	4737.1709	11399.875	8755.7356	10211.6272	9122.4188	9357.885	4619.078
CRNFORCAT-PWY	0.0	0.0	0.0	5.8948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.2432	0.0	174.1186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7139	16.3641	0.0	60.1597	0.0	0.0	0.0	32.7293	0.0	2174.4443	0.0	0.0
DAPLYSINESYN-PWY	7390.8902	6818.1063	6362.1851	6385.6457	6997.8258	5042.412	5418.6343	5492.8353	5667.0073	6859.6921	5968.7032	6645.9044	6242.6302	4621.7028	6059.1644	4969.0788	4796.1659	6013.3325	6165.486	6636.9552	5716.0866	5854.1957	5895.7527	5138.5224	2652.0421	2239.5519	7514.0881	3545.5533	6539.7884	5035.3113	1390.4327	1697.1366	1962.5476	3544.3126	3401.5042	5892.2934	4026.5623	1788.971	4146.9921	2508.15	5422.2824	5577.5687	3649.85	8955.3654	6203.118	8395.2318	6755.8804	6938.2654
DENITRIFICATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	1.3333	0.0	0.0	8.5526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.7016	0.0	11.3413
DENOVOPURINE2-PWY	3597.6811	5809.7454	5516.0884	5207.0435	7561.4417	5473.5868	6523.1541	5794.047	6823.6742	4147.1131	7565.0265	3344.2473	5569.5073	6016.5169	5285.4094	4193.3159	6979.9115	4517.0135	6601.2756	3377.4577	6829.0824	7475.1192	7207.7166	6360.8135	5015.6971	6868.6649	6656.1553	4640.2755	6703.4526	2345.1611	8197.1094	4564.6486	8673.1169	4609.5248	4707.1752	3653.2826	7174.2534	2292.2542	5020.1711	4068.6835	6335.7983	7087.3524	10394.1226	2920.2271	9293.6003	8328.5039	7895.1657	8951.176
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	0.0	0.0	1.5421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9712	4.9457	0.0	3.0695	0.0	0.0	0.0	1.6582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.663	0.0	18.1115	0.0	0.0	0.0	5.8907	0.0	126.1758	0.0	581.1202
DTDPRHAMSYN-PWY	7773.6911	7872.8564	8942.1797	8858.4808	9005.0758	9334.5284	8385.3863	7586.9649	8975.4977	7841.812	6196.658	8568.1215	7885.981	9167.518	8337.4286	7273.3658	7233.9595	8302.6885	8659.556	7287.5456	8657.7411	10572.2602	7662.9881	7500.4202	3724.3521	4435.2131	9357.8379	6165.1691	9172.8207	5126.49	8604.3003	4323.5281	9410.4437	7684.4015	6547.2477	7283.1987	3390.4119	6994.3437	4306.7784	6102.8081	6774.6742	5726.0311	9707.2303	8675.1811	2258.0545	4845.1642	8655.0904	5023.0566
ECASYN-PWY	0.0	0.4998	0.0	1.4984	0.0	2.7449	0.2499	0.9991	0.0	2.2431	2.9858	0.4996	3.4892	0.0	1.7465	0.0	0.0	6.4553	0.0	2.1712	3.2389	36.3151	0.0	6.6626	0.0	55.9232	0.2095	24.9965	0.0	4.3143	0.0	1.0114	0.6792	0.0	78.1405	5.1718	59.6047	209.7459	6.1797	352.6668	0.0	3.63	1.434	13.0722	0.0	252.3385	0.2489	48.6384
ENTBACSYN-PWY	221.0778	1.0662	3260.9327	3.196	5638.5226	5.8531	3683.4649	2.1318	3874.4343	10.0723	16.9938	1.0662	7.4502	26.3507	3.7301	0.0	0.0	13.7972	4402.5992	4.6302	2595.2489	14.1021	52.7909	14.1599	3729.5069	168.6007	5540.718	85.1608	5769.8918	18.562	7943.8709	2.6653	8853.6436	1148.8521	197.1821	14.3633	407.8907	524.6704	86.5415	1034.7096	10.6386	11.1767	9368.5178	33.8855	79.4121	582.3426	5197.5509	402.2076
FAO-PWY	265.2363	111.6047	1561.9198	128.8251	3752.7393	92.7228	2894.5453	42.7593	2956.8694	100.6989	87.8795	104.125	79.1289	60.8801	199.4893	40.9591	21.6058	141.4455	2535.4043	321.1757	1501.3179	262.8152	839.8001	255.493	2621.6626	287.5172	2807.7047	957.2628	3105.0228	18.0965	7244.6043	10.5362	7718.8026	374.9698	258.8592	20.4051	226.8365	456.4388	19.8813	726.9608	2.9888	16.609	10024.2357	126.539	5098.3621	10291.0637	4826.3809	3571.3304
FASYN-ELONG-PWY	4486.6434	7100.8938	3788.8289	6109.087	6226.8859	6405.0039	7146.8347	6878.2595	7378.2034	4929.4452	7398.1619	5288.1319	5680.9494	6802.8732	4815.088	4991.3498	6070.1858	5397.8724	5702.7097	4912.3618	7597.4849	7975.3057	7535.0803	6887.9119	6486.0282	6672.8226	3856.1123	3182.7286	4411.588	1711.9618	9650.5894	4153.6074	10034.8904	2863.2359	4617.8137	1794.1636	7413.9673	2150.9712	5548.1685	3421.3651	4166.3017	4844.8736	12845.5854	1227.1664	9905.837	9281.7125	8602.1946	10200.7602
FASYN-INITIAL-PWY	195.9197	661.7963	110.1304	540.954	49.571	828.6247	200.1923	482.8846	265.3854	228.412	418.9992	430.3793	415.7568	611.8894	417.9029	508.8057	30.2641	315.8036	171.0291	625.4119	542.2553	526.7745	379.8475	879.3209	49.7598	322.4452	0.25	1205.1589	0.0	23.5752	0.0	16.2335	15.9826	19.9085	97.3373	26.5525	76.7894	475.3354	7.8168	635.8915	0.0	5.2459	1.7498	168.779	0.0	6226.8061	3.0994	3572.1203
FERMENTATION-PWY	4876.7769	5800.5258	7500.1545	6437.8958	7240.1234	5188.4581	6929.3652	5498.0931	7326.239	5395.547	4133.2598	5421.9525	5648.0893	4405.3289	5490.3196	5311.5075	4365.9814	5512.6488	6619.9557	5229.5636	6761.0923	4691.3309	7006.064	4175.9091	4013.8276	3058.698	8159.5868	5756.9459	8076.192	5161.2654	7421.2397	3579.6113	8645.8639	6359.0531	3452.9139	6072.7119	1718.653	3775.2908	361.8213	6068.745	5848.9167	5302.8737	5987.2821	8145.714	7544.1478	6235.2428	7165.5884	4162.3452
FOLSYN-PWY	5404.9334	5864.0029	5206.6733	6067.7752	6816.9801	6542.2143	6738.9916	5794.1329	6886.1469	5174.8789	4291.9616	6117.8737	5831.4904	6179.6767	5366.7161	5327.043	4520.9926	5721.4418	6350.5139	5620.9694	6728.8705	7276.7127	7455.3964	6074.982	3869.9053	1919.9774	5197.603	2387.7607	5489.2388	319.3213	7606.8777	298.3477	7918.3483	2151.6882	985.3303	503.7633	1622.6177	1238.3624	449.415	3262.2716	393.5371	845.9039	9552.9808	1522.4292	10308.3239	7675.0085	7510.8887	4906.6687
FUC-RHAMCAT-PWY	1159.2809	1374.2572	327.2803	1738.8925	213.7712	1286.5581	482.6005	581.6804	962.8494	1730.1102	817.3518	780.7198	1084.5473	1629.5481	1160.4252	552.3567	736.3212	812.7796	240.4654	1300.6687	861.4654	1365.7949	686.7514	1652.5723	112.0546	399.4859	11.5141	232.8458	29.2243	28.2675	0.0	104.3195	2.7108	159.9958	181.8219	66.6582	77.3202	182.5213	4.2232	313.6379	117.408	224.8463	81.7321	167.4361	0.0	560.3272	639.2528	124.8224
FUCCAT-PWY	1055.7246	1070.2496	274.3213	1254.8007	154.7905	829.2561	432.4136	635.7237	722.5251	1397.0343	561.3234	605.8667	792.8766	1061.2838	757.2925	345.2133	593.0775	606.1826	138.3505	1383.8957	517.7183	741.5981	452.6932	1230.5449	80.2611	282.5922	5.5501	152.9315	14.4364	19.5755	4.3628	54.1456	7.1979	93.7049	164.208	36.3039	50.3783	147.6658	3.1592	274.9897	64.2298	142.4216	59.3391	128.8388	0.0	445.1601	584.5371	382.3266
GALACT-GLUCUROCAT-PWY	3176.9481	2802.2529	1131.3993	3473.808	804.2398	3520.2637	2170.9413	3490.6966	2203.0426	4153.902	2295.0485	3923.8731	2774.4547	3978.0692	2514.4505	1851.3423	2121.9383	2362.4394	1242.6917	3253.7705	2207.6554	4200.3014	2955.5718	2423.3864	487.2451	925.5753	113.917	586.2531	124.127	271.2522	371.646	1065.3684	8.6858	365.8619	334.0789	621.0534	87.4678	324.0981	3.7199	361.1324	317.8398	672.1204	225.4038	488.4025	127.2082	1506.7374	2540.399	869.4044
GALACTARDEG-PWY	126.1138	74.8294	41.2789	70.1139	29.8851	81.0476	38.7771	12.537	42.3858	73.8239	62.9176	73.3611	60.2669	77.0689	152.0619	35.1802	47.5985	104.5114	22.401	262.2147	78.184	179.2921	69.6187	220.9007	0.0	41.3201	0.1332	19.7421	0.0	3.6213	0.0	2.2099	0.5226	3.976	61.5167	4.3068	37.1184	169.3297	3.5771	252.4353	0.0	10.6873	1.3185	33.713	0.0	226.0412	0.1998	625.975
GALACTUROCAT-PWY	4272.3273	4204.3436	1563.0941	4559.3253	1305.6006	4423.5715	3038.1972	4543.2212	3198.2247	5285.8021	3195.1996	5108.0137	3742.6073	4573.4514	3233.5362	2647.502	2771.6405	3298.8328	1481.3558	4273.7141	3152.4677	5658.5568	3700.8427	4034.5401	593.1752	1087.4058	131.8912	649.6921	152.0923	329.3594	416.6212	1134.9364	12.3038	425.8571	365.1847	650.3791	86.3608	395.2161	3.756	410.1722	436.8797	830.6283	325.237	619.9584	148.8903	2042.5671	3143.8526	1249.8169
GALLATE-DEGRADATION-I-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9926	0.0	21.8139	0.0	0.0	0.0	11.1869	0.0	365.4911	0.0	559.7227
GALLATE-DEGRADATION-II-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2232	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9926	0.0	21.8139	0.0	0.0	0.0	11.1869	0.0	365.4911	0.0	559.7227
GLCMANNANAUT-PWY	4769.0363	6250.739	2650.882	5522.1548	2217.8147	4762.5811	4167.5887	4956.5819	4145.8234	5756.5701	7406.1563	5996.4086	5243.0797	3727.1954	4010.6384	4008.323	6000.9233	5849.8622	2778.879	4795.4961	5371.3523	4001.0756	7370.7025	3174.4512	3531.5222	6022.1502	313.0432	2872.0032	546.2572	2056.6344	857.9539	3908.9532	348.6215	2601.6605	3875.9226	2094.0894	6370.0772	2214.4598	4211.5874	1920.5942	3811.7276	5130.4117	1895.1714	1482.5608	5778.2148	4364.5445	4744.6797	6739.6659
GLUCARDEG-PWY	393.2793	503.4259	119.2293	303.1533	86.5145	198.3177	226.9621	285.4241	246.2955	478.6683	278.3105	406.2312	215.5859	190.0931	415.6156	171.2251	114.7436	315.7362	63.0605	548.8026	219.2745	478.6627	188.6292	596.1695	10.0135	63.1394	0.1997	33.1196	9.6142	4.8449	0.0	20.1458	0.7756	5.9122	106.5614	5.2553	51.8017	202.7341	5.0019	309.9119	0.0	20.9422	11.1992	82.2089	0.0	243.5049	102.7785	653.4189
GLUCARGALACTSUPER-PWY	126.1138	74.8294	41.2789	70.1139	29.8851	81.0476	38.7771	12.537	42.3858	73.8239	62.9176	73.3611	60.2669	77.0689	152.0619	35.1802	47.5985	104.5114	22.401	262.2147	78.184	179.2921	69.6187	220.9007	0.0	41.3201	0.1332	19.7421	0.0	3.6213	0.0	2.2099	0.5226	3.976	61.5167	4.3068	37.1184	169.3297	3.5771	252.4353	0.0	10.6873	1.3185	33.713	0.0	226.0412	0.1998	625.975
GLUCONEO-PWY	7480.5588	8130.525	7708.2625	7857.227	9729.2602	7419.2398	9554.6305	7174.1713	9866.4324	7543.8171	7453.714	8080.7362	7449.9147	7102.9345	7335.9706	6745.281	7472.3661	7762.1661	8925.3813	7213.668	9155.2276	8156.5928	8303.1265	6843.5879	6000.2808	6054.1785	8570.5808	5296.0271	9034.0045	3069.7444	12110.4451	5481.8833	13015.6911	5044.8218	4459.8331	3734.9949	4886.3797	3832.9885	5329.9583	6773.684	5668.8945	5323.7185	14011.8795	2919.292	10424.8251	8257.4536	10718.0852	6588.4658
GLUCOSE1PMETAB-PWY	7.997	30.3589	22.6519	38.4558	0.0	174.9556	0.2	0.8	77.7619	1.7999	2.3997	0.4	4.7987	414.9142	8.7355	2.6596	62.4295	11.1924	0.0	357.8619	5.938	63.2014	0.0	968.4554	27.9192	294.751	1.5399	79.9957	0.0	33.5776	0.0	0.9999	10.794	0.0	98.3443	15.3843	103.2655	357.3939	30.1897	2057.0429	3.9991	12.1905	1.3999	143.6373	0.0	876.6021	0.2	1112.394
GLUCUROCAT-PWY	3265.5788	2708.5857	1115.7669	3389.8857	769.7119	3399.759	2072.0123	3390.0314	2106.1669	4141.5234	2222.6659	3904.667	2670.5221	3997.5788	2505.7431	1751.495	2032.5866	2270.5881	1270.8154	3230.9047	2083.4097	3929.6082	2983.7597	2115.1582	505.5588	933.7424	119.3014	592.8855	131.1428	259.4439	392.9899	1062.367	9.51	372.3567	361.6167	627.5154	114.2187	342.037	4.107	421.18	296.5833	667.8147	232.9294	488.2382	160.41	1563.3057	2692.6478	1178.9788
